16:18:55 ,88,44,44,1,82,99,13,43,5,6,37,28,496.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,53,39,41,73,1,86,74,78,87,26,57,39,136.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,5,23,21,82,98,9,27,42,63,61,42,28,56.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,99,86,94,79,35,47,18,28,72,20,67,46,986.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,6,72,55,45,38,13,68,59,95,18,20,22,616.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,83,36,55,11,93,6,98,87,86,85,86,4,666.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,58,24,33,57,75,91,81,82,36,19,95,56,306.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,91,75,51,65,88,34,1,95,98,94,1,48,336.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,39,33,71,44,51,82,20,36,39,47,27,20,306.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,15,92,25,72,22,68,99,25,34,39,12,87,346.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,10,34,87,58,19,27,43,91,23,47,25,95,356.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,64,43,63,36,25,30,80,2,2,55,71,53,806.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,57,92,92,44,78,54,30,66,64,50,45,8,936.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,20,7,18,67,42,34,62,57,22,87,88,3,906.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,42,58,13,96,90,70,40,83,66,19,89,97,376.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
16:18:55 ,54,99,34,14,92,6,21,62,73,63,48,36,736.35268e-39,0,4.59121e-41,9.53332e-39,0,1.69266e-13,4.59121e-41,1.69266e-13,4.59121e-41
